time/iterations,train/ent_coef,time/total_timesteps,rollout/ep_score_median,rollout/ep_score_p90,rollout/ep_rew_mean,rollout/ep_count,time/time_elapsed,time/fps,rollout/ep_len_mean,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/loss,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
61,0.010505472000000002,499712,99.578584,293.3765374,117.94518339,119,28,17373,68.19,0.0002720488,-0.14810097366571426,0.000655936,0.2,600,1427.6405029296875,2854.8062133789062,-0.00025790742656681684,0.47989994287490845,6.103515625e-05
62,0.010349824,507904,82.97157949999999,314.9234415,120.44532769,118,29,17373,68.59,0.00046371366,-0.14181263111531733,0.0006502016000000001,0.2,610,1671.3017578125,3140.2079956054686,-0.00037370359059423207,0.48036253452301025,0.0009033203125
63,0.010194176,516096,94.151355,303.2868627000001,135.87499044999998,120,29,17370,69.64,0.0001953365,-0.14758900366723537,0.0006444672,0.2,620,3518.880859375,7553.6302490234375,-0.00018431900534778833,0.3594297170639038,0.0
64,0.010038528000000001,524288,102.785453,287.33768000000003,133.81279754,117,30,17368,70.02,7.997716e-05,-0.12865389324724674,0.0006387328,0.2,630,3042.02880859375,6224.618176269531,-0.00016193894552998244,0.3552941679954529,0.0
65,0.00988288,532480,100.5342455,258.6642608,115.90453886000003,122,30,17367,67.27,0.0004255776,-0.14948640577495098,0.0006329984,0.2,640,2356.28662109375,4958.130322265625,-0.0002522394264815375,0.41818076372146606,0.001123046875
66,0.009727231999999999,540672,82.42088749999999,259.4772375,105.33852921000002,126,31,17366,66.43,0.00012536296,-0.12404448539018631,0.000627264,0.2,650,768.360107421875,1569.0805755615233,-0.0002115130511811003,0.6550823450088501,0.00032958984375
67,0.009571584000000001,548864,63.418952,299.359267,123.19761675,121,31,17365,67.9,0.00040983662,-0.12205787673592568,0.0006215296,0.2,660,831.529296875,1873.0977294921875,-0.00043387149344198406,0.6520097255706787,0.00115966796875
68,0.009415936,557056,103.986534,315.91805100000005,150.30102462000002,117,32,17362,71.08,8.475784e-05,-0.11784158609807491,0.0006157952,0.2,670,2291.132568359375,4653.4751953125,-0.00021503593889065086,0.4767824411392212,0.00018310546875
69,0.009260288000000002,565248,109.22911,285.378501,128.04245138,121,32,17360,67.71,3.233686e-05,-0.12970495987683534,0.0006100608,0.2,680,3583.179931640625,6817.309130859375,-6.288369477260857e-05,0.3841610550880432,0.0
70,0.00910464,573440,107.60855649999999,240.9082910000001,112.16608334,120,33,17360,67.88,0.00012853308,-0.10694467984139919,0.0006043264,0.2,690,1147.7623291015625,2333.114959716797,-0.00024513030075468123,0.6348146200180054,0.0002197265625
71,0.008948992,581632,103.328438,329.7232914000001,142.20373962000002,117,33,17361,69.07,0.00025044635,-0.12222237680107355,0.000598592,0.2,700,970.4235229492188,1898.8016845703125,-0.00020583921286743134,0.6711704730987549,0.00087890625
72,0.008793344,589824,99.748227,291.0238996,128.60129146,122,33,17360,66.89,0.00016019485,-0.11502713579684495,0.0005928576,0.2,710,2588.284912109375,6072.993225097656,-0.0002652852010214701,0.42897987365722656,8.544921875e-05
73,0.008637696,598016,97.309238,279.6811744000001,124.08992546000002,122,34,17358,66.9,0.0001265588,-0.08895993493497371,0.0005871232,0.2,720,2044.928955078125,3754.1093688964843,-0.0002286825969349593,0.47464728355407715,4.8828125e-05
74,0.008482048,606208,89.26277300000001,254.75932610000004,117.88006909000003,122,34,17355,67.52,0.00024644262,-0.08906554225832224,0.0005813888,0.2,730,2397.78369140625,4252.368395996094,-0.0003947799035813659,0.4723174571990967,0.00130615234375
75,0.008326400000000001,614400,80.615623,258.48025,127.71978813,121,35,17355,68.79,0.00043524196,-0.10134216342121363,0.0005756544,0.2,740,1654.537353515625,2705.369580078125,-0.0005076626970549114,0.5734070539474487,0.00252685546875
76,0.008170752,622592,98.132375,285.2763302,120.44732840000002,123,35,17361,67.72,8.770892e-05,-0.10054462365806102,0.00056992,0.2,750,1566.02734375,2848.0648498535156,-9.055891423486173e-05,0.6074709892272949,0.0
77,0.008015103999999999,630784,64.93575949999999,285.4437156,102.68907992000003,124,36,17361,65.5,0.0002020529,-0.0963835759088397,0.0005641856,0.2,760,1053.785888671875,2159.609811401367,-0.0003750309901079163,0.6756490468978882,0.0001953125
78,0.007859456,638976,81.426251,284.97243,134.03072097999998,121,36,17362,68.68,3.618005e-05,-0.08523375038057565,0.0005584512,0.2,770,689.1043090820312,1420.1027526855469,-7.954830944072455e-05,0.745084822177887,0.0
79,0.007703808,647168,107.6320465,281.9440535,135.79305773,120,37,17362,68.58,1.7088714e-05,-0.07550088558346033,0.0005527168,0.2,780,1194.836181640625,2222.246063232422,-3.249227302148938e-05,0.6724675893783569,0.0
80,0.007548159999999999,655360,118.347383,302.6473710000001,136.5790487,119,37,17361,68.56,2.5731584e-05,-0.0831617560237646,0.0005469824,0.2,790,2615.510986328125,4681.951623535157,-5.828934954479337e-05,0.487689733505249,0.0
81,0.0073925119999999995,663552,89.001992,281.841391,129.67790373000003,121,38,17360,67.54,6.276409e-05,-0.07985414452850818,0.000541248,0.2,800,3717.560302734375,6482.819396972656,-0.0001136554783442989,0.4483749270439148,0.0
82,0.007236864,671744,92.476619,257.4879235,118.64729035,124,38,17359,65.87,1.0662297e-05,-0.07881660442799329,0.0005355136,0.2,810,2311.36962890625,4846.433923339844,-3.7124392110854385e-05,0.4710022807121277,0.0
83,0.007081216,679936,85.585409,281.2447282,118.91247637000001,123,39,17361,66.99,0.000108388354,-0.07291966564953327,0.0005297792,0.2,820,2787.02734375,5175.78271484375,-0.0001893387576274108,0.4809737801551819,0.00010986328125
84,0.006925568000000001,688128,99.60097,264.8162576,124.89986713999998,123,39,17362,67.84,0.00019590533,-0.06838613357394933,0.0005240448,0.2,830,941.5468139648438,1833.0438140869142,-0.0007265001884661614,0.7195327281951904,0.0019775390625
85,0.006769919999999999,696320,108.3169905,306.4430956,136.23932090000002,118,40,17361,68.56,6.4132466e-05,-0.06776714324951172,0.0005183104,0.2,840,1095.115478515625,2156.211279296875,-9.043636964634061e-05,0.6656759977340698,0.0
86,0.006614271999999999,704512,130.633845,298.2983703,134.98193171000003,118,40,17360,68.51,3.8421982e-05,-0.06912389565259218,0.0005125759999999999,0.2,850,1947.7508544921875,3580.38701171875,-9.251884475816041e-05,0.5784136056900024,0.0
87,0.006458624,712704,94.289265,302.352976,125.80058175000002,121,41,17358,67.39,0.00015727058,-0.07058277335017919,0.0005068416,0.2,860,1001.2304077148438,2120.877862548828,-0.0002943870989838615,0.6627124547958374,0.0001953125
88,0.006302976,720896,74.526041,269.150599,120.59611097999998,121,41,17358,67.56,4.4774402e-05,-0.06748577505350113,0.0005011072,0.2,870,1221.189453125,2285.6147888183596,-0.00017333261203020812,0.6769534349441528,0.0001220703125
89,0.0061473280000000005,729088,136.741495,292.208702,149.05105226,121,42,17357,68.78,2.6445094e-05,-0.07629471272230148,0.0004953728000000001,0.2,880,2020.8001708984375,4432.128100585937,-6.128305685706436e-05,0.5174146294593811,0.0
90,0.005991679999999999,737280,100.377917,302.346966,120.27236302000001,119,42,17357,67.96,9.348679e-05,-0.060359793901443484,0.0004896384000000001,0.2,890,2501.027099609375,4401.008514404297,-0.00020125214723520912,0.5409842729568481,0.0
91,0.005836032,745472,92.1983275,305.7929497,116.24887002,120,42,17357,67.35,3.734934e-05,-0.08369629662483931,0.00048390399999999995,0.2,900,3495.773193359375,6502.69775390625,-4.6166323591023685e-05,0.4681553244590759,0.0
92,0.005680384,753664,86.872786,266.80846080000003,108.97738050999999,125,43,17354,66.33,1.3084355e-06,-0.07902551479637623,0.00047816959999999996,0.2,910,1226.5782470703125,2494.2380432128907,-1.83052005013451e-05,0.6632119417190552,0.0
93,0.005524736000000001,761856,108.8524185,276.7159083,123.84152574000001,120,43,17354,67.68,0.00033024783,-0.07281077690422535,0.00047243519999999996,0.2,920,711.17138671875,1523.1348022460938,-0.00039602032193215565,0.7400259375572205,0.003125
94,0.005369088000000001,770048,100.332285,303.10963,135.85731698,119,44,17353,68.19,3.01818e-05,-0.06785697620362044,0.0004667008,0.2,930,857.273681640625,1848.6081817626953,-5.45359420357272e-05,0.7034749984741211,0.0
95,0.005213439999999999,778240,95.331839,286.0772999,120.19181993000004,124,44,17352,66.92,2.2732624e-05,-0.06865341719239951,0.0004609664,0.2,940,1277.196533203125,2863.005987548828,-7.24648532923311e-05,0.6396379470825195,0.0
96,0.005057791999999999,786432,113.211401,259.69779890000007,129.92916315,120,45,17350,67.94,5.5164324e-05,-0.066541819088161,0.00045523199999999997,0.2,950,733.438232421875,1399.400860595703,-6.312694458756595e-05,0.7752580642700195,0.0
97,0.004902144,794624,99.938404,332.715234,154.3233797,121,45,17350,68.57,3.666232e-05,-0.07246253658086062,0.00044949759999999997,0.2,960,1045.0455322265625,2210.7677490234373,-3.502539184410125e-05,0.6578285694122314,0.0
98,0.004746496,802816,94.820683,298.792186,122.93571428999998,121,46,17348,67.26,4.2267784e-06,-0.06033015362918377,0.0004437632,0.2,970,3272.312744140625,6417.136730957031,-2.182181051466614e-05,0.47465354204177856,0.0
99,0.004590848000000001,811008,77.324048,301.0112228,113.79935245000003,123,46,17348,66.28,6.0534803e-06,-0.06600247090682387,0.0004380288,0.2,980,2735.313232421875,5702.277490234375,-2.4625539663247763e-05,0.5120010375976562,0.0
100,0.004435199999999999,819200,82.5807455,271.96596650000004,118.94975603999997,122,47,17348,66.29,2.4005152e-05,-0.07393349632620812,0.00043229440000000003,0.2,990,921.0619506835938,2050.5988586425783,-8.835151384118944e-05,0.7025355100631714,1.220703125e-05
101,0.004279552,827392,85.181239,302.68270399999994,123.17007184,123,47,17348,67.4,2.6500958e-05,-0.05550908977165818,0.00042656,0.2,1000,539.7294921875,1113.4973937988282,-9.326821891590953e-05,0.8024154901504517,0.0
102,0.004123904,835584,104.93835849999999,273.72572170000007,131.5923355,120,48,17348,68.03,2.0306441e-05,-0.07998395636677742,0.0004208256,0.2,1010,1402.8392333984375,2775.3278259277345,-0.0001187648653285578,0.6406154632568359,0.0
103,0.003968256,843776,95.257959,313.3062528,217.10281263000002,115,48,17349,72.59,2.7347363e-05,-0.06296529565006495,0.0004150912,0.2,1020,918.1793823242188,1685.1492858886718,-4.704201710410416e-05,0.7270103096961975,0.0
104,0.0038126080000000007,851968,115.991333,313.1156416,154.62090254999998,118,49,17349,70.7,3.0189178e-05,-0.07638699300587178,0.0004093568,0.2,1030,16241.447265625,30528.302197265624,-9.873014641925693e-05,0.21745193004608154,0.0
105,0.0036569599999999995,860160,108.82481,276.044553,115.54568047000001,121,49,17348,66.45,1.232628e-05,-0.08311823271214962,0.0004036224,0.2,1040,2951.64013671875,5529.608947753906,-3.2124113931786266e-05,0.5065975189208984,0.0
106,0.003501312,868352,77.5990405,258.373534,114.57253961,126,50,17348,65.69,1.8575025e-05,-0.06202217936515808,0.000397888,0.2,1050,1095.9842529296875,2028.1025970458984,-3.2907194690778854e-05,0.6911077499389648,0.0
107,0.0033456640000000004,876544,127.9536175,267.0865842,133.88920804,120,50,17347,67.76,1.1217984e-05,-0.06785096637904645,0.0003921536,0.2,1060,1693.58544921875,3870.929345703125,-4.012982244603336e-05,0.5516674518585205,0.0
108,0.0031900160000000004,884736,103.3047395,307.7101706,135.49653815000002,120,50,17347,68.26,0.00015482292,-0.05944694336503744,0.0003864192,0.2,1070,595.4957885742188,1255.3040679931642,-0.00022129345743451267,0.7952737212181091,0.0003662109375
109,0.003034367999999999,892928,89.716292,279.327773,122.13253834000001,121,51,17347,67.81,3.956093e-05,-0.05390457129105926,0.0003806848,0.2,1080,740.4302368164062,1531.9751678466796,-7.54752749344334e-05,0.7995874881744385,0.0
110,0.0028787199999999995,901120,115.1090615,321.63494879999996,138.55646613,118,51,17346,70.15,1.4459452e-05,-0.06686665946617723,0.00037495039999999995,0.2,1090,1495.1260986328125,3056.4101135253904,-6.694887997582555e-06,0.6577106714248657,0.0
111,0.002723072,909312,72.747554,257.53336479999996,121.81645062000001,123,52,17344,67.12,3.1386822e-05,-0.08077303003519773,0.00036921599999999996,0.2,1100,1479.8856201171875,3099.691998291016,-8.167608757503331e-05,0.6412598490715027,0.0
112,0.0025674240000000004,917504,100.4793545,249.47779080000007,124.27505689999998,120,52,17344,66.84,1.70899e-05,-0.07887612320482731,0.00036348159999999996,0.2,1110,2916.40966796875,6830.862890625,-4.247460456099361e-05,0.479453980922699,0.0
113,0.002411776000000001,925696,117.203314,270.5894172,138.95304664999998,119,53,17343,68.82,3.85983e-05,-0.062207830045372246,0.0003577472,0.2,1120,875.7855224609375,1862.8509704589844,-9.314081398770213e-05,0.7235485315322876,0.0
114,0.0022561279999999987,933888,108.909931,275.2245484,124.93908237,123,53,17343,67.31,3.3227407e-06,-0.0628824271261692,0.0003520128,0.2,1130,2694.545654296875,5088.228167724609,-1.0714586824178696e-05,0.49703454971313477,0.0
115,0.002100479999999999,942080,141.1470975,312.98059429999995,168.40411392,118,54,17354,69.44,3.5415243e-05,-0.057014402095228435,0.00034627839999999997,0.2,1140,476.39459228515625,992.8316116333008,-7.557626813650131e-05,0.8150796890258789,0.0
116,0.0019448319999999999,950272,119.814882,266.227869,123.28594745000002,121,54,17353,67.71,2.65829e-05,-0.056677766516804694,0.00034054399999999997,0.2,1150,5386.56103515625,9989.951953125,-6.575398729182779e-05,0.3957730531692505,0.0
117,0.0017891840000000003,958464,88.297642,283.457731,118.51023446,121,55,17353,67.15,9.6868156e-05,-0.05732935769483447,0.0003348096,0.2,1160,667.9111938476562,1345.6774688720702,-0.00014553563669323922,0.7586060762405396,3.662109375e-05
118,0.0016335360000000008,966656,161.380063,350.87647380000004,172.25215496999996,115,55,17353,71.22,5.5654236e-06,-0.06116420421749354,0.0003290752,0.2,1170,1204.43115234375,2496.8868774414063,-2.3263201001100242e-05,0.7061318159103394,0.0
119,0.001477887999999999,974848,117.46211650000001,253.25995510000004,124.23381554,120,56,17353,67.84,9.225141e-05,-0.052053716592490674,0.00032334080000000003,0.2,1180,1639.3824462890625,3349.5651794433593,-0.0002455930720316246,0.625785231590271,0.00032958984375
120,0.0013222399999999995,983040,124.139521,301.0291054,161.22816516999998,119,56,17354,69.78,5.2848016e-05,-0.05414939131587744,0.00031760639999999993,0.2,1190,544.1224365234375,1064.9553054809571,-7.778544095344841e-05,0.7937059998512268,0.0
121,0.001166592,991232,117.81396,278.128218,145.39015541999999,121,57,17353,69.13,5.478345e-06,-0.05404912708327174,0.00031187199999999993,0.2,1200,2823.717529296875,6240.987927246094,-1.799427845980972e-05,0.48907655477523804,0.0
122,0.0010109440000000004,999424,94.0931735,268.7723076000001,139.81117784999998,120,57,17352,66.92,3.7558384e-05,-0.04836475709453225,0.0003061376,0.2,1210,1786.682861328125,3956.3585571289063,-7.872863207012415e-05,0.5732797980308533,0.0
123,0.001,1007616,123.728309,277.086163,122.32801971,123,58,17351,66.34,2.6482085e-06,-0.05627807565033436,0.0003004032,0.2,1220,4854.54931640625,8673.314831542968,-3.976514562964439e-06,0.4201480746269226,0.0
